ID,Site,Region,Datetime,Date,Hour,Day,Week,Month,Quarter,Year,Temperature(Logger),Temperature(Baro),mmHg(Logger),mmHg(Baro),mmH2O,A,B,C,E,WTD(mm)
MigDAM2,Mig,DAM,2022-09-06 22:00:00,2022-09-06,22,249,36,9,3,2022,10.892999999999999,11.499,740.852,714.635,356.4227366999998,20,50,1010,980,623.5772633000001
MigDAM2,Mig,DAM,2022-09-06 23:00:00,2022-09-06,23,249,36,9,3,2022,10.841,11.083,741.222,714.582,362.17346399999985,20,50,1010,980,617.8265360000001
MigDAM2,Mig,DAM,2022-09-07 00:00:00,2022-09-07,0,250,36,9,3,2022,10.841,10.614,741.7260000000001,714.1460000000001,374.95285800000056,20,50,1010,980,605.0471419999994
MigDAM2,Mig,DAM,2022-09-07 01:00:00,2022-09-07,1,250,36,9,3,2022,10.841,10.77,742.44,713.956,387.2428284000005,20,50,1010,980,592.7571715999995
MigDAM2,Mig,DAM,2022-09-07 02:00:00,2022-09-07,2,250,36,9,3,2022,10.841,11.135,742.65,713.6260000000001,394.5841823999985,20,50,1010,980,585.4158176000014
MigDAM2,Mig,DAM,2022-09-07 03:00:00,2022-09-07,3,250,36,9,3,2022,10.841,11.135,743.28,713.5419999999999,404.29108380000076,20,50,1010,980,575.7089161999993
MigDAM2,Mig,DAM,2022-09-07 04:00:00,2022-09-07,4,250,36,9,3,2022,10.789000000000001,10.823,743.65,713.377,411.56446230000034,20,50,1010,980,568.4355376999997
MigDAM2,Mig,DAM,2022-09-07 05:00:00,2022-09-07,5,250,36,9,3,2022,10.841,11.343,744.2460000000001,713.443,418.7698653000015,20,50,1010,980,561.2301346999984
MigDAM2,Mig,DAM,2022-09-07 06:00:00,2022-09-07,6,250,36,9,3,2022,10.841,10.979000000000001,744.96,713.564,426.83175960000096,20,50,1010,980,553.168240399999
MigDAM2,Mig,DAM,2022-09-07 07:00:00,2022-09-07,7,250,36,9,3,2022,10.841,10.614,745.38,713.477,433.7244753000003,20,50,1010,980,546.2755246999998
MigDAM2,Mig,DAM,2022-09-07 08:00:00,2022-09-07,8,250,36,9,3,2022,10.841,11.862,745.926,713.677,438.4283799000003,20,50,1010,980,541.5716200999997
