Report Date:,04/08/2023 16:23,,,,
Report User Name:,s0678844,,,,
Report Computer Name:,SCE-CHEM-C01553,,,,
Application:,WinSitu.exe,,,,
Application Version:,5.7.8.0,,,,
,,,,,
,,,,,
Log File Properties,,,,,
File Name,Scaraben_Res_2_2023-08-04_16-23-06-074.wsl,,,,
Create Date,04/08/2023 16:23,,,,
,,,,,
Device Properties,,,,,
Device,Rugged TROLL 100,,,,
Site,Langwell,,,,
Device Name, ,,,,
Serial Number,924661,,,,
Firmware Version,1.06,,,,
Hardware Version,0,,,,
Device Address,1,,,,
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0,,,,
Used Battery,0,,,,
,,,,,
Log Configuration,,,,,
,Log Name,Scaraben_Res_2,,,
,Created By,s0678844,,,
,Computer Name,SCE-CHEM-C01300,,,
,Application,WinSitu.exe,,,
,Application Version,5.7.6.1,,,
,Create Date,02/08/2022 23:31:05 GMT Daylight Time,,,
,Log Setup Time Zone,GMT Daylight Time,,,
,Notes Size(bytes),4096,,,
,Overwrite when full,Disabled,,,
,Scheduled Start Time,03/08/2022 22:00:00 GMT Daylight Time,,,
,Scheduled Stop Time,No Stop Time,,,
,Type,Linear,,,
 ,Interval,Days: 0 hrs: 01 mins: 00 secs: 00,,,
,,,,,
,,,,,
,,,,,
Level Reference Settings At Log Creation,,,,,
,        Level Measurement Mode,Level Depth To Water,,,
,              Specific Gravity,0.999,,,
,                Level Reminder:,Enabled,,,
,          Level Reference Mode:,Unknown,,,
,         Level Reference Value:,3.40282e+38 (mm),,,
, Level Reference Head Pressure,0 (mmHg),,,
,,,,,
,,,,,
Other Log Settings,,,,,
,Depth of Probe:,10007.8 (mm),,,
,Head Pressure:,735.399 (mmHg),,,
,Temperature:,26.0327 (C),,,
,,,,,
,,,,,
,,,,,
Log Notes:,,,,,
Date and Time,Note,,,,
02/08/2022 23:31,Used Battery: 0% Used Memory: 3%   User Name: s0678844,,,,
03/08/2022 09:08,Sensor SN: 924661 Level calibration.,,,,
,Set new reference: 321,,,,
,Depth: 9907.95(mm),,,,
,Level Reference Head Pressure: 728.059(mmHg),,,,
,Pressure Offset: 0(mmHg),,,,
,Temperature: 18.2316(C),,,,
,User Name: s0678844,,,,
04/08/2023 16:21,Log Download - Used Battery: 7% Used Memory: 9%   User Name: s0678844,,,,
,,,,,
,,,,,
Log Data:,,,,,
Record Count,8779,,,,
,,,,,
Sensors,1,,,,
,,,,,
 ,1,924661,Pressure/Temp PSIA (9m/30ft),,
,,,,,
Time Zone: GMT Daylight Time,,,,,
,,,,,
,,Sensor: Pres(A) 30ft                    ,Sensor: Pres(A) 30ft                    ,Sensor: Pres(A) 30ft                    ,
,Elapsed Time,SN#: 924661                             ,SN#: 924661                             ,SN#: 924661                             ,
Date and Time,Seconds     ,Pressure (mmHg)                         ,Temperature (C)                         ,Level Depth To Water (mm)               ,
03/08/2022 22:00,0,796.116,10.681,-605.172,
03/08/2022 23:00,3600,796.749,10.681,-613.778,
04/08/2022 00:00,7200,797.02,10.681,-617.466,
04/08/2022 01:00,10800,797.381,10.681,-622.384,
04/08/2022 02:00,14400,797.788,10.681,-627.917,
04/08/2022 03:00,18000,798.745,10.733,-640.943,
04/08/2022 04:00,21600,799.649,10.733,-653.243,
04/08/2022 05:00,25200,800.119,10.576,-659.646,
04/08/2022 06:00,28800,800.634,10.681,-666.649,
04/08/2022 07:00,32400,801.456,10.733,-677.838,
04/08/2022 08:00,36000,801.746,10.576,-681.78,
04/08/2022 09:00,39600,802.396,10.681,-690.632,
04/08/2022 10:00,43200,803.065,10.628,-699.732,
